,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
12,Polonia,Marcin Hytroś,Rápido,,,32,55,42690,12070,1,10,2,7,7,1,2,6,8,11,14,6,16-09-2022 14:52,,2200000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=433827158
13,Trinidad y Tobago,Dane Browne,Técnico,,1.0,29,10,223600,32420,4,8,6,7,7,1,1,11,2,12,16,7,16-09-2022 14:53,,7595000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=442530566
14,Portugal,David Filipe Pimentel Santos,,,,29,91,173760,29690,48,8,5,8,7,1,4,4,2,14,16,2,16-09-2022 14:54,,4700000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=438835153
15,España,Juan Alsina,,,,29,38,28090,7360,32,7,5,7,7,1,3,7,6,6,13,8,16-09-2022 14:55,,2000000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=443334555
16,Eslovenia,Jurij Žitek,Rápido,,,34,80,29150,9170,214,12,2,7,6,1,2,8,14,12,14,2,16-09-2022 14:56,Peñarol Bahiense 1891,3366000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=426965725
17,Portugal,Nuno Mega,Rápido,,,30,30,133380,21180,45,7,3,7,6,1,4,6,6,14,15,2,16-09-2022 14:58,Scalabia tagus futebol,3857640,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=439793112
18,Francia,Azoumana Gakou,,,,33,9,127460,22440,29,11,3,8,6,1,4,16,5,15,13,3,16-09-2022 15:04,,4500000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=431246044
19,Tailandia,Adun Rojjanasunun,Imprevisible,,1.0,31,5,50580,15540,8,8,4,8,7,2,4,6,3,10,15,2,16-09-2022 15:04,AS RottamaTori,2100000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=436481673
20,Taiwán,朱 (Zhu) 輝良 (Huiliang),,,,32,11,92640,19310,39,11,6,6,6,1,4,12,4,11,15,2,16-09-2022 15:05,,3800000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=434001222
21,Bangladesh,Haidar Ahmed,Técnico,,1.0,34,57,40520,14290,213,12,6,7,7,1,2,13,1,13,15,16,16-09-2022 15:06,Musci Team,2805000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=427621019
22,Italia,Flavio Rampini,,,,34,54,12830,14190,268,8,4,5,5,1,4,9,3,9,16,5,16-09-2022 15:10,trisorii,1770000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=429017451
23,Francia,Jean Berton,Imprevisible,,1.0,35,39,8040,6940,167,11,4,6,5,0,9,1,6,5,14,3,16-09-2022 15:11,aligot63,437580,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=425665838
24,Suiza,Ralph Riebe,,,,32,54,118720,25840,2,11,6,5,6,1,9,14,7,11,16,10,16-09-2022 15:15,,4999999,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=433533711
