,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Nederland,Yahya Zarquiti,Técnico,,,36,53,12480,3120,71,16,2,8,5,1,4,10,2,11,13,2,28-09-2022 22:46,,1495000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=422298738
11,Ireland,Brian Johnson,Rápido,,,36,26,20800,5720,16,21,7,8,4,1,3,11,8,11,15,19,28-09-2022 22:56,,12995000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=422904309
12,Nederland,Noud Schilderman,Rápido,,,34,34,2520,5000,46,8,4,2,5,1,5,7,5,5,13,6,28-09-2022 23:25,,700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=429015474
13,Deutschland,Carmelo Pecorelli,Rápido,,,35,53,18730,6380,0,14,3,7,5,1,4,8,5,14,13,15,28-09-2022 23:48,Yota,1407600,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=425650955
14,Iran,Navid Banna,Imprevisible,,,28,83,97540,13130,4,7,3,7,6,1,4,12,3,9,13,1,29-09-2022 00:00,,3949500,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=443768091
15,Dawlat Qatar,Saad Al-Raesi,Rápido,,1.0,33,17,30130,12470,20,10,5,8,7,1,4,5,2,11,15,15,29-09-2022 00:42,gates of fire,2159340,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=431315983
16,USA,Victor Nystrom,Técnico,,,30,60,47250,17210,213,10,2,7,6,1,6,5,5,7,15,5,29-09-2022 01:11,Carpe5,2450000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=437877573
17,Bulgaria,Rashko Dimov,Rápido,,1.0,34,48,7410,9040,0,9,2,7,5,1,7,2,5,2,14,7,29-09-2022 01:23,Şile-Denizlispor,814000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=428987200
18,Deutschland,Mirosław Skrzypek,Potente,,,31,2,175820,23330,74,11,4,7,7,1,4,5,14,11,15,20,29-09-2022 01:36,,5250000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436598919
19,Deutschland,Nickolas Bugkel,Potente,,2.0,30,109,138380,18620,22,9,5,6,6,1,6,14,11,10,13,2,29-09-2022 01:38,,5000500,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436650674
20,Perú,Valentín Núñez del Arco,,,,30,96,69190,22000,85,9,1,6,6,1,5,5,7,10,15,7,29-09-2022 01:55,,3190000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=439908479
21,España,Eduardo Pedrosa,Cabeceador,,,28,111,141330,25090,29,9,6,7,6,1,6,6,4,12,15,2,29-09-2022 02:11,Rælingen Fotballklubb,4539000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=441440688
22,España,Ricardo Ardisana,Potente,,,33,37,9940,9870,150,6,2,6,5,1,5,4,4,4,14,11,29-09-2022 02:19,Club Atlético El Fortín de Liniers,678000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435444401
23,Italia,Aldo Scalisi,,,1.0,29,77,136210,38090,18,8,6,4,6,1,4,12,4,9,16,1,29-09-2022 02:24,,4400000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=439369575
24,Slovenija,Svarun Kovač,,,,27,3,69360,9510,33,6,2,7,7,2,6,4,5,11,13,4,29-09-2022 02:43,,3400000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=446477135
