,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Italia,Davide Pellicanò,Rápido,,,33,21,43300,10660,56,10,4,7,6,1,3,5,13,11,14,7,22-09-2022 04:57,Arcangel Terrassenc,2800000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=431360905
11,Perú,Santi Barrero,Imprevisible,,,27,61,135410,15750,105,6,4,7,7,1,4,8,6,12,14,2,22-09-2022 04:59,,5500000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=444430846
12,Crna Gora,Vanja Erlić,Rápido,,,27,3,47990,9990,27,5,1,7,7,1,4,5,8,7,13,11,22-09-2022 04:59,N.D. Park Casinò,2549999,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=450756684
13,Malta,Maximillian Formosa,Imprevisible,,1.0,34,54,28290,10640,8,12,3,7,5,1,4,14,4,12,13,3,22-09-2022 05:02,,2300000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=427756798
14,Italia,Giuseppe Astolfi,,,,28,104,62520,11330,163,8,4,6,7,2,5,3,6,11,13,14,22-09-2022 05:12,,2850000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=444826649
15,Al Kuwayt,Ali Morad Baba Moradi,Técnico,,1.0,36,0,34010,9150,8,19,3,6,7,0,2,13,4,14,13,6,22-09-2022 05:15,Jambo Kurwa,1350000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=423826754
16,England,Gilbert Parker,,,,35,106,9770,7150,13,13,5,7,7,0,6,4,6,9,14,2,22-09-2022 05:15,F.C. Mirel,750000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=423966721
17,Česká republika,Zdeněk Horčík,,,,27,13,87540,23050,41,7,2,5,7,1,4,6,9,7,15,11,22-09-2022 05:18,Cráneos Humoso,2550000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=445508006
18,Prathet Thai,Supachai Oengwatana,Rápido,,1.0,31,3,112850,16600,89,10,5,8,6,1,3,11,9,12,14,5,22-09-2022 05:29,titchorico,4162000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=436624622
19,Italia,Giuseppe Feliciano,Potente,,1.0,29,99,42560,10150,125,9,5,5,6,1,4,4,6,9,14,7,22-09-2022 05:29,Fc Hanko 2005,1561000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=443442927
20,Uruguay,Néstor Fernando Zimmer,,,,27,24,247090,34060,24,6,4,6,8,1,2,5,15,7,16,9,22-09-2022 05:30,,8500000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=444824787
21,Eesti,Erich Vägine,Potente,,1.0,31,6,53990,9900,119,10,1,8,6,1,4,9,8,10,13,7,22-09-2022 05:43,,2222222,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=436757504
22,Italia,Salvatore Zarriello,,,,34,33,7180,6710,66,12,5,8,5,1,3,7,5,8,14,7,22-09-2022 05:51,,650000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=428782987
23,Malta,Pawlu Lukas,,,,28,7,148140,34980,105,7,2,6,7,1,5,12,3,5,16,11,22-09-2022 05:54,,5250000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=443324891
24,Sverige,Anders Rahmerberg,Cabeceador,,,27,98,142720,15370,96,7,5,8,7,1,2,6,5,13,14,3,22-09-2022 06:28,,5350000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=445508994
