,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
14,Italia,Eugenio Gottifredi,,,,30,84,83470,12190,100,9,2,8,6,1,4,10,6,11,13,6,11-09-2022 07:57,,3650000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436721696
15,Palestina,Mahmoud Nasouh Megerian,,,,30,51,52770,11580,116,9,5,5,6,1,2,8,8,12,13,4,11-09-2022 08:01,,2599000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=437553349
16,España,Cristian-Gabriel Bodan,Cabeceador,,,33,49,29560,14340,103,10,6,6,6,1,4,6,4,12,15,14,11-09-2022 08:03,,2000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=430422244
17,Italia,Danilo Moraglio,Rápido,,,33,34,31690,10650,19,9,2,6,5,1,5,11,1,11,14,18,11-09-2022 08:11,,2877000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=431087077
18,Alemania,Egidius Balz,Rápido,,,35,107,6660,8390,286,13,4,6,5,0,2,3,5,8,14,2,11-09-2022 08:16,Horsham,626000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=423890650
19,Noruega,Steinar Toresen,Rápido,,2.0,32,68,28050,7030,105,9,5,8,6,2,7,7,3,10,13,13,11-09-2022 08:16,FC Banquise,1191360,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=433112631
20,Argentina,Nicolás Agustín Arazmendi,,,1.0,34,8,8590,6120,87,11,4,2,6,1,7,7,4,14,13,1,11-09-2022 08:18,Muharip Spor Kulübü,445000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=433134628
21,República Checa,Patrik Marek,,,,27,4,116210,24220,37,6,4,5,7,1,4,5,5,13,15,4,11-09-2022 08:21,,4250000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444908862
22,Letonia,Boris Burukhin,Rápido,,1.0,28,56,236800,32370,94,13,4,6,7,1,3,13,4,13,15,8,11-09-2022 08:25,,9999000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442227239
23,España,Benito Elcoro,Técnico,,1.0,31,18,206720,33390,110,10,4,7,6,1,3,14,9,10,16,4,11-09-2022 08:25,,7250000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435948012
24,Italia,Carlo Ghidini,,,1.0,32,35,44000,7530,21,10,3,6,5,1,4,9,9,13,13,16,11-09-2022 08:27,,1900000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=433578004
