,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
11,España,Abel Vellosillo,,,,26,79,6460,1110,15,4,5,4,7,1,9,8,4,5,2,5,29-08-2022 19:55,Olympique d'Honfleur,261000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=457104701
12,Srbija,Nenad Dimitrijević,,,,24,9,53250,5170,93,6,4,4,7,1,11,10,7,9,5,1,29-08-2022 20:20,,3490000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=453246524
13,Chile,Juan Luis Gil de Borja,,,,26,83,6020,1190,81,5,4,4,8,1,6,10,5,4,2,5,29-08-2022 20:23,Club Locos y Locas,75000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=458443500
14,Deutschland,Dietfried Prax,,,,23,85,6230,590,76,3,5,7,8,1,5,9,6,7,5,3,29-08-2022 20:28,,255000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=459292524
15,France,Hervé Pelletier,,,,25,47,10490,3270,4,4,5,5,8,2,6,11,5,3,2,3,29-08-2022 20:43,,380000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=454278048
16,España,Manuel Pablo Petisme,Cabeceador,,1.0,26,2,4850,1650,25,4,5,5,7,1,4,10,2,5,3,5,29-08-2022 20:44,FcBCalafellencs,149000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=466160939
17,Deutschland,Nikolay Styazhkin,,,,25,77,17100,990,12,5,2,8,9,1,5,8,6,8,8,1,29-08-2022 21:01,,800000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=449346582
18,Chile,Macerio Quinchahuala,,,,25,64,1170,490,3,4,6,5,6,1,4,8,2,4,3,5,29-08-2022 21:04,,20000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=467188737
19,Chile,Aureliano Aguayo,,,,24,99,45700,2730,22,4,3,7,7,1,9,9,11,8,4,3,29-08-2022 22:02,,3850000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=450390576
20,Portugal,Lúcio Loiola,Rápido,,,25,84,32440,2270,102,3,3,5,7,1,5,10,7,11,4,4,29-08-2022 22:07,,1000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=449306754
21,España,Jesús Arnal,Rápido,,,28,59,16710,4810,18,4,5,3,6,1,4,11,5,9,3,7,29-08-2022 22:15,,610000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442659816
22,Argentina,Marcelo Pérez,,,,24,50,2990,790,19,3,3,4,8,1,6,9,2,4,2,5,29-08-2022 22:29,,120000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=468733355
23,Brasil,Matheus Valadares,Influyente,,,26,23,13720,1110,71,3,4,8,7,1,5,8,6,9,3,4,29-08-2022 23:00,foal14,999999,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=452287380
24,Magyarország,János Csendér,Técnico,,1.0,26,77,15130,1450,124,4,5,6,7,1,7,9,5,8,4,2,29-08-2022 23:03,,1000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=448497060
