,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
15,Italia,Angelomaria Cazzulani,Rápido,,,32,27,86060,23020,57,11,5,6,7,1,4,14,4,12,15,7,21-09-2022 21:28,,5500000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=433830111
16,Italia,Luigi Martijn,,,,31,11,52990,29040,90,7,4,5,6,1,5,6,3,6,16,4,21-09-2022 22:15,Estrella Roja de Galicia,1411000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=436424171
17,Oceania,Ngake Wale,Imprevisible,,,27,77,468320,26250,16,10,3,8,7,1,4,14,9,14,15,1,21-09-2022 23:08,,14500000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=443884086
18,Rossiya,Dmitriy Danilov,,,3.0,27,22,58470,20760,103,7,3,5,7,1,7,4,3,5,15,3,21-09-2022 23:09,,2625000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=444825818
19,Polska,Hubert Klosa,,,1.0,28,76,60840,18290,164,6,4,8,7,1,5,5,6,5,15,6,22-09-2022 00:51,Chrzanów C.F.,2750000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=444699574
20,France,Christopher Dailly,Potente,,2.0,32,37,70480,12260,45,10,6,7,6,1,3,13,6,11,13,13,22-09-2022 01:13,,2250000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=434583854
21,Italia,Angelo Giorgio Altarocca,Rápido,,,33,17,88090,19500,21,11,6,4,6,1,4,14,4,16,13,4,22-09-2022 01:14,F.C. Bari Calcio,2594000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=431312377
22,Slovensko,Svetozár Švabčík,Técnico,,1.0,33,69,118440,20900,39,14,4,8,6,1,4,15,6,16,13,16,22-09-2022 01:16,Odinfs F.C,3225000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=429656674
23,España,Reynaldo Sánchez,Potente,,1.0,31,51,56050,9980,68,7,3,8,6,1,3,7,4,13,13,12,22-09-2022 01:58,Fc Somuzul Falticeni,1821000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=435647141
24,Sverige,Anders Svensson,,,1.0,28,29,109340,28630,85,8,6,8,7,1,4,3,5,10,15,7,22-09-2022 02:10,,3899000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=443327088
