,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Italia,Gionata Penta,,,,27,44,245200,20980,47,6,2,7,7,1,4,14,4,12,13,1,09-10-2022 07:10,,8000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=445347654
11,România,Dănuţ Havriliuc,Cabeceador,,,36,4,12670,4790,0,11,5,5,4,1,2,13,2,8,14,3,09-10-2022 07:15,,1269000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=425486243
12,Italia,Giovanni Ventimiglia,Técnico,,1.0,31,75,104350,21600,10,12,4,7,6,1,8,15,5,6,14,13,09-10-2022 07:15,,3888889,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435514490
13,România,Pavel 'van' Olteanu,Potente,,1.0,29,106,203700,18700,188,10,6,6,7,1,4,13,13,8,15,1,09-10-2022 07:28,,7500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=440235406
14,Magyarország,Milán Mészáros,,,,34,22,15360,12740,257,11,4,7,5,1,4,5,3,11,16,12,09-10-2022 07:41,,2490000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=429172062
15,Deutschland,Bernd Eltze,Potente,,2.0,35,98,14630,12590,2,10,3,7,6,1,3,5,4,9,16,13,09-10-2022 07:49,Bononia FC,765000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=428183871
16,Deutschland,Gotthold Hänel,,,2.0,30,76,324440,31850,41,10,5,7,6,1,4,15,3,15,15,5,09-10-2022 07:51,,7700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=437504352
17,Schweiz,Dani Gillard,Técnico,,1.0,29,41,102820,34600,65,8,6,8,7,1,3,5,3,8,16,1,09-10-2022 07:52,deportivo TORPAGNOTTA,3000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=440629655
18,España,Johann-Peter Dietinger,Rápido,,1.0,36,108,12500,4530,24,14,1,6,5,0,3,5,2,13,13,14,09-10-2022 07:53,RB København,849000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=422608964
19,România,Adrian Guşu,Cabeceador,,2.0,28,50,88780,34270,3,7,3,7,7,1,3,4,5,7,16,10,09-10-2022 07:53,forever_young,3000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442745840
20,Belgium,Lowie Tits,Imprevisible,,1.0,31,19,146510,28000,3,9,4,7,6,1,2,9,4,14,16,3,09-10-2022 07:54,,5100000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436492858
21,Rossiya,Valentin Ekaterinchev,,,1.0,27,16,250070,34880,60,6,6,5,7,1,3,3,12,14,16,4,09-10-2022 07:56,,9575000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=445567484
22,Bulgaria,Atanas Shopski,Imprevisible,,1.0,27,110,117430,10530,32,7,5,8,7,1,4,9,5,12,13,1,09-10-2022 08:08,,4000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=445680379
23,Magyarország,Vilmos Bajnok,,,,29,76,58090,22710,110,7,4,7,7,1,4,6,5,3,15,2,09-10-2022 08:09,Crack Elek FC,2000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442181312
24,Nederland,Gied Ravensbergen,Imprevisible,,,30,96,32380,12300,12,9,5,5,7,1,5,5,4,9,14,12,09-10-2022 08:12,,2250000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436949363
