,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Líbano,Artin Karaverdyan,Técnico,,,34,81,12510,9180,32,11,5,5,5,1,5,13,6,8,14,3,16-09-2022 15:37,,1200000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=426949159
11,Lituania,Michailas Valaikis,,,,35,35,14680,14060,116,16,4,5,5,1,7,4,1,8,16,0,16-09-2022 15:40,,4900000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=425706308
12,Jamaica,Selwyn Cumberbatch,Técnico,,,34,56,5590,4890,143,9,3,5,5,0,4,11,3,5,13,8,16-09-2022 15:42,,799999,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=427749795
13,Islas Feroe,Leivur Nepper Christensen,,,,36,54,5010,6630,56,11,4,4,4,0,5,3,2,3,15,2,16-09-2022 15:42,,550000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=421974079
14,Alemania,Wilhelm Precht,,,,30,26,63910,7900,127,7,2,7,6,1,3,7,9,12,13,3,16-09-2022 15:45,Tennis Borussia Berlin e.V.,1550000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=437944429
15,Argentina,Jorge Alberto Istillartea,Imprevisible,,2.0,36,45,6970,5450,2,11,3,6,5,0,3,1,7,6,15,8,16-09-2022 15:46,,525000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=423780500
16,Eslovaquia,Ernő Kajla,Potente,,2.0,31,9,80500,14540,34,5,3,7,6,1,3,4,3,15,13,5,16-09-2022 15:49,Colle San Martino,2116000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=436780193
17,Argentina,Transito Krawczyk,,,2.0,32,20,20320,7640,23,7,6,7,6,1,5,3,3,9,13,8,16-09-2022 15:49,RedBurn,781000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=435690461
18,Alemania,Ludwig Unden,Potente,,,31,62,124380,22080,182,11,3,4,6,1,5,15,10,11,13,1,16-09-2022 15:51,MTV 1862,2999999,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=435293884
19,España,Sergio Lacoste Vignalet,,,,34,12,17310,12380,72,9,6,8,6,1,4,7,7,9,15,17,16-09-2022 15:51,,2175000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=429174048
20,Francia,Emmanuel Aillerie,,,,27,5,171840,30370,8,5,5,5,6,1,5,15,3,9,13,9,16-09-2022 15:52,,5500000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=445281172
21,Alemania,Wilbert Michahelles,,,,27,25,42840,23210,68,7,4,2,7,1,4,4,7,7,15,9,16-09-2022 15:53,,3750000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=447193219
22,Suiza,Antoine Delrue,,,,31,20,162190,27690,138,8,4,7,6,1,5,4,12,13,16,4,16-09-2022 15:53,,5375000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=440273650
23,Croacia,Marin Steković,Técnico,,,34,100,15710,7480,54,13,4,5,7,0,3,5,9,14,13,18,16-09-2022 15:57,,1300000,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=426737174
24,Gales,Matthew Jones,Rápido,,2.0,32,60,70600,9330,26,9,4,8,6,1,4,13,6,12,13,7,16-09-2022 15:58,Newark Hitmen   ,3500001,,https://www82.hattrick.org/Club/Players/Player.aspx?playerId=434001100
