,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
12,Hungría,István Baukó-Kacsán,,,,32,97,31790,19070,145,11,5,2,6,16,7,1,1,0,3,2,08-09-2022 14:36,,3000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=431802734
13,España,Fayad Yassiri,,,,27,81,51780,21300,2,7,2,6,7,15,12,3,1,4,2,17,08-09-2022 14:40,,9400000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=443656524
14,Letonia,Jānis Minka-Razgails,,,,36,11,13240,2350,9,12,3,6,5,13,8,3,0,0,2,15,08-09-2022 14:43,HARDRAIL- MIGHTY FOX,1020000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=424885318
15,España,Jesús Sierra,,,,28,27,67170,23280,5,7,4,7,7,15,5,2,2,1,1,1,08-09-2022 14:45,,4900000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=442638845
16,Italia,Battista Olivato,,,,30,21,40040,15950,122,7,3,4,6,15,10,6,2,3,2,13,08-09-2022 14:46,,6654321,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=437837634
17,España,Martín Candamo de Tablas,,,,39,38,3210,1330,6,14,5,7,3,13,5,0,0,0,0,10,08-09-2022 14:47,,250000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=413800965
18,Italia,Dino Cristante,Cabeceador,,,34,5,35480,8240,6,11,3,8,6,15,7,4,3,3,7,13,08-09-2022 14:52,ArrivoPrimo,3021000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=431259969
19,Portugal,Ruben Alves Domingos,,,,35,25,34710,9230,9,10,7,6,5,16,10,2,1,4,2,18,08-09-2022 14:53,,3887000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=427776870
20,Rumanía,Remus Boştiog,,,,30,26,58310,34440,97,10,3,6,6,15,16,1,1,1,3,15,08-09-2022 14:56,,10000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=437764070
21,Siria,Mohamad Hemidi,,,,27,111,87600,35220,27,9,4,8,7,16,13,3,1,1,1,15,08-09-2022 15:06,,10977161,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=443002775
22,Rumanía,Ditmar Szeponik,,,,28,31,33800,10150,124,6,4,7,7,13,10,6,1,1,1,2,08-09-2022 15:06,Jacks Lanterna,3060000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=442918664
23,Bosnia y Herzegovina,Ajnur Delibašić,,,,32,41,46930,12600,182,12,2,8,6,15,10,1,1,4,1,13,08-09-2022 15:14,,5500000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=433475932
24,Polonia,Sędziwoj Burdon,,,,27,70,39020,13430,141,8,5,6,8,14,8,1,1,2,1,9,08-09-2022 15:20,,6350000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=443803585
