,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
11,România,Ioan Ştefan,Potente,,,26,60,114820,11070,56,6,5,5,7,1,4,4,12,11,13,5,28-09-2022 07:59,,7250000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=446993270
12,Türkiye,Murat Göktan,,,,21,101,21630,7730,77,5,5,4,6,1,4,3,2,6,13,4,28-09-2022 08:05,,25000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=459537491
13,Sverige,Leon Eckstedt,,,,26,19,86530,21500,59,6,4,4,7,2,4,6,6,10,15,5,28-09-2022 08:14,,4500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=447704500
14,Česká republika,Radek Faltys,Cabeceador,,,21,79,88930,23490,62,4,3,7,8,1,3,2,3,2,16,2,28-09-2022 08:16,,5100000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=460058122
15,Portugal,Carlos da Cruz,,,2.0,26,8,130740,35610,122,4,3,7,8,1,3,7,5,2,16,3,28-09-2022 08:19,,4500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=452353123
16,España,Manel Sánchez Zarzosa,,,,22,58,124870,18210,87,4,4,7,8,1,4,4,3,11,15,2,28-09-2022 08:20,,5800000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=458185200
17,Italia,Evaristo Giulianelli,,,1.0,25,69,152720,29370,115,4,5,6,7,1,3,3,11,8,16,1,28-09-2022 08:22,,7670000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449527320
18,Polska,Ludwik Kujawski,,,3.0,22,67,28110,8390,89,5,3,8,8,1,3,2,5,4,13,6,28-09-2022 08:28,,1875000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=457937087
19,Deutschland,Tim Brennemühlen,,,,24,13,79730,21160,88,4,5,8,8,1,4,6,6,5,15,4,28-09-2022 08:35,,4162500,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454462804
20,Nederland,Driekus Eilert,,,,22,107,51710,10250,18,3,4,6,8,1,4,3,2,7,14,2,28-09-2022 08:36,,3375000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=458425782
21,Schweiz,Heinrich Artelt,Potente,,2.0,22,75,71570,13930,90,5,4,5,7,1,4,3,3,11,14,10,28-09-2022 08:38,,5500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=457681312
22,Polska,Vasyl Ihnatenko,,,1.0,22,102,77530,6410,3,4,6,6,8,1,4,4,4,12,13,2,28-09-2022 08:39,,3725000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456869618
23,Polska,Daniel Żurakowski,,,1.0,26,70,66790,18150,33,5,4,5,7,1,4,7,2,6,15,2,28-09-2022 08:43,,3861667,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450314807
24,Latvija,Ēriks Sēja,Imprevisible,,,25,90,130930,15590,36,6,1,7,8,1,3,3,6,12,15,6,28-09-2022 08:44,,6500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=452335156
