,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Nederland,Ramses Stapelbroek,,,,28,77,25230,5650,124,6,7,7,7,1,5,12,6,8,3,5,31-08-2022 10:40,,2375000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=450908375
11,Portugal,Ivan Reva,,,,27,19,42520,14710,101,5,3,7,7,1,5,14,5,5,4,4,31-08-2022 10:41,,1750000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444577013
12,Nederland,Manus Muntinga,Rápido,,,28,31,136170,20090,1,7,5,6,7,1,12,14,10,6,6,2,31-08-2022 11:07,,4000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442492722
13,Türkiye,Yüksel Çoker,Cabeceador,,,28,28,96170,29130,37,7,3,5,7,1,4,15,5,11,5,2,31-08-2022 11:26,F.C. Fotbalistii,2040000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443559045
14,Uruguay,Ulises Choca,,,,27,101,126530,12250,134,7,4,7,6,1,12,14,6,8,4,2,31-08-2022 11:49,,3910000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443306647
15,England,Clement Bullock,,,,27,63,231880,25170,17,8,5,7,8,1,14,14,6,7,3,5,31-08-2022 11:50,F. C. Campanário,2096100,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443752522
16,Nederland,Jan-Willem Baumans,Rápido,,,27,105,150060,8530,15,4,5,7,8,1,13,12,11,7,6,4,31-08-2022 11:50,,4950000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442963561
17,Deutschland,Kurt Schlecht,Rápido,,,28,32,199070,25770,34,7,4,7,7,1,2,14,4,10,14,4,31-08-2022 12:00,1. FC BEast,5479774,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442524150
18,Polska,Marian Kęski,,,,28,94,121760,27440,96,5,4,4,7,1,3,15,5,14,3,3,31-08-2022 12:08,,2625000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441287242
19,Magyarország,Zsolt Májer,,,,28,29,170480,19170,168,9,2,7,6,2,12,12,15,4,5,6,31-08-2022 12:14,,7500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442525143
20,Italia,Andrea De Luca,Cabeceador,,,28,62,79960,15970,48,9,5,6,7,1,10,14,5,11,4,3,31-08-2022 12:20,,3600000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441767846
21,Danmark,Victor Kroman,,,,27,34,69360,9730,119,4,3,5,7,1,12,12,3,6,6,1,31-08-2022 12:20,,2000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444628940
22,Deutschland,Thorsten Unkötter,Cabeceador,,,27,73,73680,9390,119,4,6,7,7,1,13,12,6,3,4,1,31-08-2022 12:21,,2000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=447116150
23,USA,Patrick Faircloth,,,,28,53,162150,25160,5,7,3,7,7,2,3,15,5,13,7,3,31-08-2022 12:37,,3000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442441030
24,Polska,Zbigniew Rokicki,Técnico,,,27,99,164970,21540,35,7,3,5,7,1,5,12,3,11,14,7,31-08-2022 12:57,,7750000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443310784
