,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
15,Belgium,Harrie Coppens,Rápido,,,22,3,75390,21960,55,3,4,6,8,1,6,3,5,7,15,4,28-09-2022 07:00,Sporting Haacht,5142000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=459462184
16,Hellas,Leon Fotoulakis,Potente,,1.0,22,101,82390,12790,57,4,4,6,8,1,3,4,5,9,15,2,28-09-2022 07:01,,5300000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=457648847
17,Chile,Raúl Barrenechea,,,,26,35,27420,9290,5,5,2,5,7,1,7,3,4,2,13,3,28-09-2022 07:08,,1850000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449948491
18,Sakartvelo,Tengiz Chugunadze,,,,23,37,97080,12810,61,4,4,6,7,1,4,5,3,12,14,1,28-09-2022 07:08,Hanysy Szeroka,2347020,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=455998883
19,Portugal,Adriano Figueiredo,Potente,,,21,5,43690,13450,45,2,3,7,8,1,3,5,4,6,14,2,28-09-2022 07:11,,3500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=461342386
20,USA,Emmett Ervin,,,1.0,25,78,124600,28270,36,6,4,7,8,1,4,5,5,9,15,7,28-09-2022 07:13,,5190000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449320730
21,Føroyar,Kaspar Poulsen,,,,25,80,70840,17790,18,6,3,7,8,1,6,5,7,6,14,2,28-09-2022 07:18,,3699000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=448944317
22,România,Titel Mocanu,,,,25,43,78780,21030,22,4,4,6,7,1,4,5,3,9,15,6,28-09-2022 07:19,,4200000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450809268
23,Sverige,Teo Stensson,,,1.0,25,47,129330,34740,4,6,1,7,7,1,3,6,7,8,16,2,28-09-2022 07:19,,6225000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449889900
24,Türkiye,Ünal Erenyüz,,,1.0,26,67,71070,12430,36,3,3,7,8,1,4,4,2,10,13,2,28-09-2022 07:22,,3500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=446810421
