,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
15,Magyarország,Zétény Sivák,Imprevisible,,,28,98,139490,22120,101,7,5,5,7,2,5,14,2,12,11,5,31-08-2022 07:11,,4790000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441722367
16,Sverige,Jörgen Kjellhult,,,,27,25,191600,36050,162,8,4,4,7,1,14,15,4,8,3,4,31-08-2022 07:26,,6750000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444526489
17,Česká republika,Dušan Heryán,Rápido,,,27,107,127350,15790,162,8,1,5,7,1,14,13,5,8,2,2,31-08-2022 07:27,,3950000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444574814
18,Deutschland,Hendrick Fill,Técnico,,2.0,28,84,61280,7950,13,6,2,4,9,1,10,12,6,11,3,4,31-08-2022 07:36,Amigos Borrachos,1980000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441418579
19,Perú,Silvio Huapaya,,,,27,33,136670,26270,40,6,2,4,7,1,14,14,3,3,4,3,31-08-2022 07:43,,4100000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444400210
20,Portugal,Claudino Correia,,,,27,107,50090,6530,143,6,3,5,7,1,10,13,5,6,5,6,31-08-2022 07:44,,2000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=447580183
21,Polska,Paweł Stec,,,1.0,27,63,226020,16430,62,8,5,6,7,1,13,13,15,6,4,2,31-08-2022 07:52,,7950000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443797508
22,Sverige,Anders Anderlind,,,,28,52,194430,25400,3,6,4,7,7,1,5,15,12,13,2,3,31-08-2022 08:00,,5500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441796450
23,Nederland,Brand-Jan Aartse,Imprevisible,,1.0,27,99,180940,20730,118,6,2,7,7,1,11,15,4,10,6,15,31-08-2022 08:18,APRIL THURSDAY CZECH,5000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445276937
24,Suomi,Kari Lehtimäki,,,2.0,28,44,146570,28430,18,6,4,7,7,1,4,15,11,10,3,2,31-08-2022 08:19,,4700000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444201735
