,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
13,Deutschland,Bernd Eltze,Potente,,1.0,35,83,15280,12590,14,10,3,7,7,1,3,5,4,9,16,13,24-09-2022 07:32,,1100000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=428183871
14,USA,Colt Brandenburg,,,1.0,27,75,172780,19210,48,7,5,8,7,1,4,9,2,12,14,6,24-09-2022 07:42,,7400000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=444107908
15,España,Fernando Cachola,Imprevisible,,,35,15,31900,6830,122,14,5,6,7,1,3,9,10,15,13,13,24-09-2022 07:42,,2000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=426090781
16,Venezuela,Jaime Cárdenas,Rápido,,,27,94,364280,18710,58,10,4,7,7,1,4,14,13,12,13,7,24-09-2022 07:46,,10745000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=443667513
17,Italia,Natalino Alioto,Rápido,,,27,78,85450,30340,26,6,6,5,6,1,3,4,7,7,15,10,24-09-2022 08:05,Puig-reig CF,2980000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=448923163
18,Polska,Patryk Fąfrowicz,Influyente,,,27,78,160470,18250,126,5,7,6,7,1,6,7,2,12,15,6,24-09-2022 08:08,,6750000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=444793936
19,Belgium,Olaf Ruediger,Cabeceador,,1.0,30,42,107680,21310,22,7,4,4,6,1,5,5,5,14,15,3,24-09-2022 08:13,,4500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=438933398
20,Canada,Cristian Visonà,Imprevisible,,,28,1,309030,24640,76,8,2,7,7,1,3,14,5,13,13,3,24-09-2022 08:14,,8849000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=443449973
21,USA,Ronny Butler,,,,34,42,10530,7270,3,11,2,7,5,1,4,7,8,10,14,5,24-09-2022 08:24,,1600000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=430094982
22,Rossiya,Maksim Paraschenko,Potente,,2.0,32,17,113590,21880,43,10,4,6,6,1,9,4,3,16,15,2,24-09-2022 08:27,,3750000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=433987998
23,România,Gabriel-Mihai Bradu,Técnico,,,31,20,180750,19840,26,9,5,6,6,2,4,14,8,15,13,17,24-09-2022 08:27,,5500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=436038176
24,Uruguay,Emanuel Lituma,Técnico,,,28,78,56500,9990,89,6,5,4,6,1,4,10,8,11,13,3,24-09-2022 08:33,,3900000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=442245480
