,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
15,Alemania,Otto Schirmer,,,,26,0,59980,13650,84,6,3,5,8,1,3,4,9,8,14,7,26-09-2022 13:51,Rot-Weißer Stern Mainz 05,4600000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=451742096
16,Inglaterra,Ross Hastings,Potente,,1.0,22,7,39390,12750,80,3,4,5,8,1,3,3,3,7,14,2,26-09-2022 13:53,P&P Team,3888889,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=459286618
17,Suiza,Richi Stuber,,,2.0,22,27,118980,24150,81,3,5,7,7,1,4,7,7,8,15,3,26-09-2022 13:54,Flaach United,5500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=458691630
18,Suiza,Ortlieb Knoblauch,,,1.0,23,14,49150,8570,61,4,6,7,8,1,5,3,7,9,13,8,26-09-2022 13:59,FC Zollerstrasse,3030303,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=456249790
19,Italia,Vittorio Lavecchia,,,,25,44,142980,32240,52,6,2,5,7,1,4,6,7,11,16,2,26-09-2022 14:00,,6500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=449906573
20,Bélgica,Luc Preud'Homme,Imprevisible,,,24,88,155050,23910,123,5,5,6,8,1,2,2,2,13,15,1,26-09-2022 14:07,,6000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=451760798
21,Zambia,Mukumbuta Tembo,,,,21,75,98910,17210,74,3,2,7,7,2,6,2,4,11,14,2,26-09-2022 14:13,Bruneano desde chiquitito,3944000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=460047373
22,Italia,Elia Armaroli,,,,21,19,41870,13630,10,3,6,7,7,2,3,6,3,6,14,1,26-09-2022 14:20,TSV Obasi,3250000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=462110062
23,Suiza,Patrik Beller,,,1.0,23,55,65990,19590,99,5,4,5,8,1,3,4,3,8,15,2,26-09-2022 14:22,,4650000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=455632639
24,Alemania,Şenol Mümin,Imprevisible,,2.0,23,0,91640,14410,37,4,4,6,8,1,3,2,6,12,14,2,26-09-2022 14:31,,5000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=458441538
