,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Nigeria,Godwin Onome,Potente,,3.0,28,72,171540,22510,80,8,5,7,7,1,5,5,6,14,15,6,11-09-2022 06:18,,6143200,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442021284
11,Holanda,Duarte Holst,Técnico,,,27,62,160180,34440,1,7,2,4,7,1,4,11,4,8,16,4,11-09-2022 06:19,,6490000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444182834
12,Austria,Veit Kindermann,Potente,,2.0,27,99,279830,19610,23,6,3,7,8,1,5,12,4,15,13,14,11-09-2022 06:23,F.C.KardjaliAllStars,7000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444827980
13,Rumanía,Paul Mirică,Rápido,,,31,37,25140,10950,38,8,4,6,6,1,8,6,6,5,14,10,11-09-2022 06:46,Akrotes Utd,1301000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436611752
14,Francia,Arnaud Fernandes,Rápido,,2.0,35,58,23630,8690,40,13,5,6,6,1,3,12,1,11,14,12,11-09-2022 06:46,,2190000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=424925252
15,Finlandia,Tomi Kivimaa,Cabeceador,,2.0,32,97,168210,24770,3,12,3,6,8,1,6,15,4,13,15,17,11-09-2022 06:48,,5850000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=431946238
16,Italia,Sergio Zipoli,,,,31,79,148690,22870,2,12,2,7,7,1,4,9,5,14,15,1,11-09-2022 06:51,,4750000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435276903
17,Italia,Achille D'Argenio,Rápido,,,27,58,178140,26140,55,6,3,7,7,1,3,5,6,13,15,9,11-09-2022 07:00,,5995000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444159365
18,Israel,Avi Magal,Potente,,,33,22,14910,7780,24,12,4,5,6,1,3,7,4,9,14,2,11-09-2022 07:00,,1200000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=431038908
19,Portugal,João Aurélio Sousa,,,,29,48,175430,35290,184,5,5,7,6,2,2,9,4,12,16,5,11-09-2022 07:04,,5750000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442150451
20,Polonia,Eligiusz Mandat,,,,33,71,22140,14030,72,10,3,5,5,2,5,4,8,9,15,13,11-09-2022 07:05,,1998000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=431057262
21,Uruguay,Waldemar Berbia,Imprevisible,,,27,90,193500,26630,66,6,4,6,7,2,3,6,3,14,15,5,11-09-2022 07:09,,5000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444454127
22,Finlandia,Sante Vähärautio,Técnico,,2.0,34,73,8630,9490,12,12,5,6,6,1,5,7,8,7,14,18,11-09-2022 07:13,,1800000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=427069048
23,Suiza,Jonas Basiger,,,,35,110,8590,5030,81,12,4,6,5,0,4,4,5,13,13,9,11-09-2022 07:14,,1500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=428348127
24,Italia,Enrico Snider,Técnico,,,33,107,53220,19240,3,14,3,2,7,1,2,15,6,14,13,5,11-09-2022 07:15,,3500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=428684332
