,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Belgium,Caspar Coppejans,Imprevisible,,1.0,27,70,71630,17230,166,8,4,6,7,1,3,7,5,8,14,1,06-10-2022 06:19,,3700000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=444652283
11,Chile,Alvaro Gallardo,Imprevisible,,1.0,31,108,43980,6190,141,6,3,6,5,1,5,6,9,12,13,5,06-10-2022 06:34,,2500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=436444039
12,Nederland,Sieger Schakel,,,,28,92,103120,32400,93,9,5,7,7,1,6,4,3,9,16,13,06-10-2022 06:47,,3000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=441817785
13,España,Sergio Olivos,Cabeceador,,2.0,30,34,49690,14620,30,9,3,8,6,1,6,6,4,8,14,8,06-10-2022 06:48,,10000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=438080911
14,Danmark,Karsten Kimose,Potente,,2.0,31,61,56810,27690,42,9,5,6,6,1,5,7,4,5,16,1,06-10-2022 06:54,,2000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=436445136
15,Suomi,Sipo Sarala,,,,31,39,28530,11350,75,10,1,7,6,1,6,8,6,4,14,8,06-10-2022 06:55,,1500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=436080367
16,Sverige,Oden Thörnsten,Cabeceador,,,33,17,59970,22090,137,9,5,7,7,1,4,5,3,12,16,2,06-10-2022 06:57,,3800000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=433525495
17,Nederland,Misja Louwers,Rápido,,2.0,29,41,202210,27800,170,6,5,6,7,1,4,5,3,16,14,2,06-10-2022 06:58,,3300000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=441332780
18,Polska,Bronisław Chwist,Técnico,,,29,85,140540,21600,119,8,6,7,7,1,4,6,3,14,14,4,06-10-2022 07:03,,2900000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=440285200
19,Schweiz,Dimitri Hérisson,Cabeceador,,,30,70,27930,9510,119,7,6,4,6,1,6,6,3,9,13,4,06-10-2022 07:05,,2400000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=440645896
20,España,Marcos Bara,Técnico,,1.0,28,109,132850,27200,103,6,4,6,7,1,4,8,4,12,15,1,06-10-2022 07:06,,4600000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=441598181
21,România,Adrian Guşu,Cabeceador,,2.0,28,47,91400,34270,2,7,3,7,7,1,3,4,5,7,16,9,06-10-2022 07:11,,3299000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=442745840
22,Belgium,Lowie Tits,Imprevisible,,1.0,31,16,146400,28000,2,9,4,7,6,1,2,9,4,14,16,2,06-10-2022 07:12,,5590000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=436492858
23,Nederland,Sammy Dikken,Técnico,,1.0,29,42,198990,31140,52,9,3,6,6,1,4,12,5,12,16,1,06-10-2022 07:13,lukabal,5299999,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=440573086
24,Italia,Salvo Stanghellini,Imprevisible,,,30,36,176820,35660,25,9,4,8,6,1,3,4,4,14,16,6,06-10-2022 07:13,Mantova 1911,4232000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=438013852
