,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
10,Suiza,Pietro Zottino,Técnico,,,22,108,140300,35830,87,5,2,7,7,1,6,5,4,3,17,1,25-09-2022 02:44,,5600000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456833459
11,Andorra,Josep Maria Gomar,,,3.0,23,0,142810,23310,9,4,6,5,8,1,4,8,5,12,15,5,25-09-2022 02:47,,8000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456659044
12,Italia,Concetto Cultrera,,,1.0,26,62,203580,24910,83,6,5,8,7,1,2,4,4,14,15,1,25-09-2022 03:06,,5168000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=448694175
13,México,Javier Cocom,,,,25,28,117700,31530,38,6,3,6,8,1,3,3,8,8,16,6,25-09-2022 03:07,,4958000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450111618
14,Rusia,Yuriy Pervitskiy,Cabeceador,,,25,105,100400,21970,64,5,6,7,7,1,4,6,3,9,15,5,25-09-2022 03:11,,4300000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449866262
15,Polonia,Gniewko Grzdulec,,,,21,19,38480,13410,52,3,5,5,8,1,3,4,3,6,14,3,25-09-2022 03:41,,4000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=460922215
16,Irlanda,Reed Corkery,,,,26,42,163120,27420,11,6,3,5,7,1,5,4,4,13,15,4,25-09-2022 03:42,,5250000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=447233623
17,Bielorrusia,Siarzhuk Kalinka,,,,21,3,70670,21480,63,3,2,7,8,2,4,2,5,6,15,3,25-09-2022 03:54,,5499999,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=461358791
18,España,Ángel Navarro Soto,,,2.0,25,71,172020,19470,47,6,2,5,8,1,3,4,11,13,14,2,25-09-2022 04:05,,8000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449686624
19,Noruega,Thor Olsen,,,1.0,23,44,47220,13890,56,4,3,7,8,1,2,6,4,3,14,2,25-09-2022 04:17,,4800000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=455751987
20,Grecia,Voulis Drakopoulos,Imprevisible,,,26,52,57400,10690,121,7,7,7,7,1,3,4,5,8,14,3,25-09-2022 04:25,fbche,2861100,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=447070630
21,Alemania,Lutger Herrle,Potente,,1.0,23,108,43920,8550,94,4,2,7,8,1,2,3,5,5,14,7,25-09-2022 04:41,,2999999,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456822424
22,India,Saravanan Dwarampudi,Cabeceador,,,21,81,66270,14270,12,5,5,6,7,1,4,7,9,6,14,1,25-09-2022 04:43,,8500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=459689453
23,España,Joan Montagud,Cabeceador,,,21,39,63440,15270,26,3,4,5,8,1,2,7,6,7,14,4,25-09-2022 04:49,,6970000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=460721588
24,Uganda,Bilashi Barenzi,Técnico,,2.0,22,102,128770,20860,94,6,3,7,7,1,4,8,2,8,16,2,25-09-2022 05:10,,7500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456800558
