,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
12,Italia,Paolo Iamele,Rápido,,1.0,36,69,10740,4800,11,14,6,5,4,0,6,6,4,13,14,5,29-09-2022 06:55,,1400000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=426017794
13,Italia,Vito Lendini,Cabeceador,,,30,16,103420,25880,91,10,2,7,7,2,3,6,3,11,16,6,29-09-2022 07:05,,3499999,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=438800622
14,France,Pierre Montane,Influyente,,,27,75,167370,15830,6,7,3,5,7,1,6,8,15,10,13,5,29-09-2022 07:14,,6975000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444146085
15,Iran,Amrollah Sharifinia,Cabeceador,,1.0,29,27,344420,32940,59,10,4,6,6,1,5,15,5,15,14,5,29-09-2022 07:20,,8800000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=440669966
16,România,Carmin Popa,Cabeceador,,,31,46,42350,10780,189,9,5,6,6,1,7,11,3,7,13,12,29-09-2022 07:23,White-Beaty,1650000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435891397
17,Suomi,Pekka Vartiainen,,,1.0,34,19,34060,15790,59,10,5,7,7,1,2,2,7,14,16,13,29-09-2022 07:23,,2750000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=429263307
18,France,Gérôme Cantin,Técnico,,,34,106,21480,11320,20,12,5,6,5,1,3,13,4,11,14,4,29-09-2022 07:24,,3200000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=426884908
19,Bangladesh,Kuukburi Hossain,,,,34,27,19190,16810,19,11,5,6,6,1,6,10,4,4,16,15,29-09-2022 07:27,Bêbados,667080,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=428427685
20,Sverige,Agaton Klinthall,,,,28,102,50100,14250,84,6,4,3,7,2,4,2,3,12,13,11,29-09-2022 07:34,,2365000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=441854445
21,Türkiye,Halil Ayçin,,,,29,107,60120,12260,34,8,3,8,6,1,3,6,8,10,13,5,29-09-2022 07:34,,2000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=438771553
22,Deutschland,Jannis Simbrunner,,,,35,71,6090,4570,1,7,3,5,5,1,3,5,1,11,13,7,29-09-2022 07:38,,499000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=425287149
23,Argentina,César Ruiz,,,,36,102,8950,5900,90,12,5,8,4,0,3,3,0,10,14,7,29-09-2022 07:39,,799000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=420285280
24,Polska,Włodzimierz Synówka,,,1.0,30,33,183360,36680,64,9,4,4,6,1,7,4,6,16,16,4,29-09-2022 07:42,,4805667,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=437954708
